SeqName	Hit-Desc	GO-Group	GO-ID	Term
HMEL011153-PA	probable methylmalonate-semialdehyde dehydrogenase	P	GO:0006552	leucine catabolic process
HMEL011153-PA	probable methylmalonate-semialdehyde dehydrogenase	P	GO:0006574	valine catabolic process
HMEL011153-PA	probable methylmalonate-semialdehyde dehydrogenase	P	GO:0006522	alanine metabolic process
HMEL011153-PA	probable methylmalonate-semialdehyde dehydrogenase	P	GO:0006531	aspartate metabolic process
HMEL011153-PA	probable methylmalonate-semialdehyde dehydrogenase	P	GO:0018888	3-chloroacrylic acid metabolic process
HMEL011153-PA	probable methylmalonate-semialdehyde dehydrogenase	P	GO:0019482	beta-alanine metabolic process
HMEL011155-PA	protein tis11-like isoform x1	F	GO:0046872	metal ion binding
HMEL011156-PA	isoform d	P	GO:0006470	protein dephosphorylation
HMEL011156-PA	isoform d	F	GO:0004721	phosphoprotein phosphatase activity
HMEL011158-PA	translation initiation factor if-2	P	GO:0044237	cellular metabolic process
HMEL011158-PA	translation initiation factor if-2	F	GO:0016772	transferase activity, transferring phosphorus-containing groups
HMEL011166-PA	chorion class cb protein m5h4-like	P	GO:0007304	chorion-containing eggshell formation
HMEL011166-PA	chorion class cb protein m5h4-like	F	GO:0005213	structural constituent of chorion
HMEL011166-PA	chorion class cb protein m5h4-like	P	GO:0007275	multicellular organismal development
HMEL011166-PA	chorion class cb protein m5h4-like	C	GO:0042600	chorion
HMEL011168-PA	chorion class cb protein m5h4-like	F	GO:0005213	structural constituent of chorion
HMEL011168-PA	chorion class cb protein m5h4-like	C	GO:0042600	chorion
HMEL011168-PA	chorion class cb protein m5h4-like	P	GO:0007275	multicellular organismal development
HMEL011168-PA	chorion class cb protein m5h4-like	P	GO:0007304	chorion-containing eggshell formation
HMEL011169-PA	chorion protein	P	GO:0007304	chorion-containing eggshell formation
HMEL011169-PA	chorion protein	F	GO:0005213	structural constituent of chorion
HMEL011169-PA	chorion protein	P	GO:0007275	multicellular organismal development
HMEL011169-PA	chorion protein	C	GO:0042600	chorion
HMEL011170-PA	chorion class cb protein m5h4-like	P	GO:0007304	chorion-containing eggshell formation
HMEL011170-PA	chorion class cb protein m5h4-like	F	GO:0005213	structural constituent of chorion
HMEL011170-PA	chorion class cb protein m5h4-like	P	GO:0007275	multicellular organismal development
HMEL011170-PA	chorion class cb protein m5h4-like	C	GO:0042600	chorion
HMEL011171-PA	chorion class cb protein m5h4-like	P	GO:0007304	chorion-containing eggshell formation
HMEL011171-PA	chorion class cb protein m5h4-like	F	GO:0005213	structural constituent of chorion
HMEL011171-PA	chorion class cb protein m5h4-like	P	GO:0007275	multicellular organismal development
HMEL011171-PA	chorion class cb protein m5h4-like	C	GO:0042600	chorion
HMEL011172-PA	chorion class cb protein m5h4-like	F	GO:0005213	structural constituent of chorion
HMEL011172-PA	chorion class cb protein m5h4-like	C	GO:0042600	chorion
HMEL011172-PA	chorion class cb protein m5h4-like	P	GO:0007275	multicellular organismal development
HMEL011172-PA	chorion class cb protein m5h4-like	P	GO:0007304	chorion-containing eggshell formation
HMEL011173-PA	bloom syndrome protein homolog	P	GO:0006281	DNA repair
HMEL011173-PA	bloom syndrome protein homolog	F	GO:0004003	ATP-dependent DNA helicase activity
HMEL011173-PA	bloom syndrome protein homolog	F	GO:0005524	ATP binding
HMEL011173-PA	bloom syndrome protein homolog	F	GO:0003676	nucleic acid binding
HMEL011173-PA	bloom syndrome protein homolog	C	GO:0005657	replication fork
HMEL011174-PA	chorion protein	P	GO:0007304	chorion-containing eggshell formation
HMEL011174-PA	chorion protein	F	GO:0005213	structural constituent of chorion
HMEL011174-PA	chorion protein	P	GO:0007275	multicellular organismal development
HMEL011174-PA	chorion protein	C	GO:0042600	chorion
HMEL011175-PA	-like 1 homeobox protein	F	GO:0003700	sequence-specific DNA binding transcription factor activity
HMEL011175-PA	-like 1 homeobox protein	F	GO:0043565	sequence-specific DNA binding
HMEL011175-PA	-like 1 homeobox protein	C	GO:0016021	integral to membrane
HMEL011175-PA	-like 1 homeobox protein	C	GO:0005634	nucleus
HMEL011175-PA	-like 1 homeobox protein	P	GO:0006355	regulation of transcription, DNA-dependent
HMEL011175-PA	-like 1 homeobox protein	C	GO:0005667	transcription factor complex
HMEL011175-PA	-like 1 homeobox protein	P	GO:0045449	regulation of transcription, DNA-dependent
HMEL011176-PA	alpha- -mannosyl-glycoprotein 2-beta-n-acetylglucosaminyltransferase	F	GO:0004144	diacylglycerol O-acyltransferase activity
HMEL011176-PA	alpha- -mannosyl-glycoprotein 2-beta-n-acetylglucosaminyltransferase	F	GO:0003846	2-acylglycerol O-acyltransferase activity
HMEL011176-PA	alpha- -mannosyl-glycoprotein 2-beta-n-acetylglucosaminyltransferase	C	GO:0000139	Golgi membrane
HMEL011176-PA	alpha- -mannosyl-glycoprotein 2-beta-n-acetylglucosaminyltransferase	P	GO:0006049	UDP-N-acetylglucosamine catabolic process
HMEL011176-PA	alpha- -mannosyl-glycoprotein 2-beta-n-acetylglucosaminyltransferase	P	GO:0006486	protein glycosylation
HMEL011176-PA	alpha- -mannosyl-glycoprotein 2-beta-n-acetylglucosaminyltransferase	P	GO:0006651	diacylglycerol biosynthetic process
HMEL011176-PA	alpha- -mannosyl-glycoprotein 2-beta-n-acetylglucosaminyltransferase	P	GO:0001701	in utero embryonic development
HMEL011176-PA	alpha- -mannosyl-glycoprotein 2-beta-n-acetylglucosaminyltransferase	C	GO:0005783	endoplasmic reticulum
HMEL011176-PA	alpha- -mannosyl-glycoprotein 2-beta-n-acetylglucosaminyltransferase	F	GO:0008375	acetylglucosaminyltransferase activity
HMEL011176-PA	alpha- -mannosyl-glycoprotein 2-beta-n-acetylglucosaminyltransferase	P	GO:0042967	acyl-carrier-protein biosynthetic process
HMEL026000-PA	cytochrome p450	F	GO:0005506	iron ion binding
HMEL026000-PA	cytochrome p450	F	GO:0020037	heme binding
HMEL026000-PA	cytochrome p450	P	GO:0055114	oxidation-reduction process
HMEL026000-PA	cytochrome p450	F	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
HMEL026002-PA	cytochrome p450	F	GO:0020037	heme binding
HMEL026002-PA	cytochrome p450	F	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
HMEL026002-PA	cytochrome p450	F	GO:0004497	monooxygenase activity
HMEL026002-PA	cytochrome p450	F	GO:0005506	iron ion binding
HMEL026002-PA	cytochrome p450	F	GO:0009055	electron carrier activity
HMEL026002-PA	cytochrome p450	P	GO:0055114	oxidation-reduction process
HMEL026002-PA	cytochrome p450	P	GO:0006118	electron transport
HMEL026001-PA	cytochrome p450	F	GO:0020037	heme binding
HMEL026001-PA	cytochrome p450	P	GO:0055114	oxidation-reduction process
HMEL026001-PA	cytochrome p450	F	GO:0005506	iron ion binding
HMEL026001-PA	cytochrome p450	F	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
HMEL011178-PA	translin	C	GO:0005737	cytoplasm
HMEL011178-PA	translin	F	GO:0004521	endoribonuclease activity
HMEL011178-PA	translin	F	GO:0043565	sequence-specific DNA binding
HMEL011178-PA	translin	P	GO:0016246	RNA interference
HMEL011178-PA	translin	P	GO:0050821	protein stabilization
HMEL011178-PA	translin	C	GO:0005634	nucleus
HMEL011178-PA	translin	P	GO:0007630	jump response
HMEL011178-PA	translin	P	GO:0051252	regulation of RNA metabolic process
HMEL011179-PA	protein kinase c inhibitor	F	GO:0016301	kinase activity
HMEL011179-PA	protein kinase c inhibitor	P	GO:0016310	phosphorylation
HMEL011180-PA	histidine triad nucleotide-binding protein mitochondrial	P	GO:0008152	metabolic process
HMEL011180-PA	histidine triad nucleotide-binding protein mitochondrial	C	GO:0005739	mitochondrion
HMEL011180-PA	histidine triad nucleotide-binding protein mitochondrial	F	GO:0003824	catalytic activity
HMEL011183-PA	nf-kappa-b-repressing factor-like	F	GO:0003676	nucleic acid binding
HMEL011185-PA	PREDICTED: uncharacterized protein LOC101742758	F	GO:0003676	nucleic acid binding
HMEL011186-PA	synaptic vesicle glycoprotein 2b-like	P	GO:0006810	transport
HMEL011186-PA	synaptic vesicle glycoprotein 2b-like	C	GO:0016020	membrane
HMEL011186-PA	synaptic vesicle glycoprotein 2b-like	F	GO:0005215	transporter activity
HMEL011187-PA	origin recognition complex subunit 4-like	P	GO:0006260	DNA replication
HMEL011187-PA	origin recognition complex subunit 4-like	F	GO:0003677	DNA binding
HMEL011187-PA	origin recognition complex subunit 4-like	F	GO:0005524	ATP binding
HMEL011187-PA	origin recognition complex subunit 4-like	F	GO:0017111	nucleoside-triphosphatase activity
HMEL011187-PA	origin recognition complex subunit 4-like	C	GO:0000808	origin recognition complex
HMEL011187-PA	origin recognition complex subunit 4-like	C	GO:0005634	nucleus
HMEL011192-PA	ammonium transporter 3-like	P	GO:0072488	ammonium transmembrane transport
HMEL011192-PA	ammonium transporter 3-like	C	GO:0016021	integral to membrane
HMEL011192-PA	ammonium transporter 3-like	F	GO:0008519	ammonium transmembrane transporter activity
HMEL011192-PB	ammonium transporter 3-like	P	GO:0072488	ammonium transmembrane transport
HMEL011192-PB	ammonium transporter 3-like	C	GO:0016021	integral to membrane
HMEL011192-PB	ammonium transporter 3-like	F	GO:0008519	ammonium transmembrane transporter activity
HMEL011193-PA	segmentation protein even-skipped	F	GO:0003700	sequence-specific DNA binding transcription factor activity
HMEL011193-PA	segmentation protein even-skipped	F	GO:0043565	sequence-specific DNA binding
HMEL011193-PA	segmentation protein even-skipped	C	GO:0005634	nucleus
HMEL011193-PA	segmentation protein even-skipped	P	GO:0006355	regulation of transcription, DNA-dependent
HMEL011193-PA	segmentation protein even-skipped	C	GO:0005667	transcription factor complex
HMEL011193-PA	segmentation protein even-skipped	P	GO:0045449	regulation of transcription, DNA-dependent
HMEL011195-PA	glucose-6-phosphatase 2-like	F	GO:0003824	catalytic activity
HMEL011195-PA	glucose-6-phosphatase 2-like	C	GO:0016020	membrane
HMEL011198-PA	diacylglycerol kinase 1-like	P	GO:0016310	phosphorylation
HMEL011198-PA	diacylglycerol kinase 1-like	F	GO:0004143	diacylglycerol kinase activity
HMEL011198-PA	diacylglycerol kinase 1-like	F	GO:0005509	calcium ion binding
HMEL011198-PA	diacylglycerol kinase 1-like	P	GO:0007205	protein kinase C-activating G-protein coupled receptor signaling pathway
HMEL011198-PA	diacylglycerol kinase 1-like	P	GO:0035556	intracellular signal transduction
HMEL011198-PA	diacylglycerol kinase 1-like	F	GO:0003951	NAD+ kinase activity
HMEL011198-PA	diacylglycerol kinase 1-like	P	GO:0009395	phospholipid catabolic process
HMEL011198-PA	diacylglycerol kinase 1-like	P	GO:0046486	glycerolipid metabolic process
HMEL011198-PA	diacylglycerol kinase 1-like	P	GO:0006769	nicotinamide metabolic process
HMEL011198-PA	diacylglycerol kinase 1-like	P	GO:0046497	nicotinate nucleotide metabolic process
HMEL011200-PA	dihydrofolate reductase	P	GO:0046654	tetrahydrofolate biosynthetic process
HMEL011200-PA	dihydrofolate reductase	P	GO:0055114	oxidation-reduction process
HMEL011200-PA	dihydrofolate reductase	P	GO:0009165	nucleotide biosynthetic process
HMEL011200-PA	dihydrofolate reductase	P	GO:0006730	one-carbon metabolic process
HMEL011200-PA	dihydrofolate reductase	P	GO:0006545	glycine biosynthetic process
HMEL011200-PA	dihydrofolate reductase	F	GO:0004146	dihydrofolate reductase activity
HMEL011200-PA	dihydrofolate reductase	F	GO:0050661	NADP binding
HMEL011200-PA	dihydrofolate reductase	P	GO:0006761	dihydrofolate biosynthetic process
HMEL011200-PA	dihydrofolate reductase	P	GO:0046656	folic acid biosynthetic process
HMEL011201-PA	low quality protein: ornithine decarboxylase antizyme 1-like	F	GO:0008073	ornithine decarboxylase inhibitor activity
HMEL011201-PA	low quality protein: ornithine decarboxylase antizyme 1-like	P	GO:0043086	negative regulation of catalytic activity
HMEL011201-PA	low quality protein: ornithine decarboxylase antizyme 1-like	P	GO:0019467	ornithine catabolic process, by decarboxylation
HMEL011202-PA	hdd1-like protein	P	GO:0007304	chorion-containing eggshell formation
HMEL011202-PA	hdd1-like protein	F	GO:0005213	structural constituent of chorion
HMEL011202-PA	hdd1-like protein	P	GO:0007275	multicellular organismal development
HMEL011202-PA	hdd1-like protein	C	GO:0042600	chorion
HMEL011203-PA	chorion class cb protein m5h4-like	P	GO:0007304	chorion-containing eggshell formation
HMEL011203-PA	chorion class cb protein m5h4-like	C	GO:0042600	chorion
HMEL011203-PA	chorion class cb protein m5h4-like	P	GO:0007275	multicellular organismal development
HMEL011203-PA	chorion class cb protein m5h4-like	F	GO:0005213	structural constituent of chorion
HMEL011204-PA	chorion protein	P	GO:0007304	chorion-containing eggshell formation
HMEL011204-PA	chorion protein	C	GO:0042600	chorion
HMEL011204-PA	chorion protein	P	GO:0007275	multicellular organismal development
HMEL011204-PA	chorion protein	F	GO:0005213	structural constituent of chorion
HMEL011205-PA	chorion class b protein ld34	P	GO:0007304	chorion-containing eggshell formation
HMEL011205-PA	chorion class b protein ld34	C	GO:0042600	chorion
HMEL011205-PA	chorion class b protein ld34	P	GO:0007275	multicellular organismal development
HMEL011205-PA	chorion class b protein ld34	F	GO:0005213	structural constituent of chorion
HMEL011206-PA	chorion protein	P	GO:0007304	chorion-containing eggshell formation
HMEL011206-PA	chorion protein	C	GO:0042600	chorion
HMEL011206-PA	chorion protein	F	GO:0005213	structural constituent of chorion
HMEL011206-PA	chorion protein	P	GO:0007275	multicellular organismal development
HMEL011207-PA	uridine phosphorylase 1-like	P	GO:0009116	nucleoside metabolic process
HMEL011207-PA	uridine phosphorylase 1-like	C	GO:0005737	cytoplasm
HMEL011207-PA	uridine phosphorylase 1-like	P	GO:0009166	nucleotide catabolic process
HMEL011207-PA	uridine phosphorylase 1-like	F	GO:0004850	uridine phosphorylase activity
HMEL011207-PA	uridine phosphorylase 1-like	P	GO:0006206	pyrimidine nucleobase metabolic process
HMEL011208-PA	chorion class a protein l12-like	P	GO:0007304	chorion-containing eggshell formation
HMEL011208-PA	chorion class a protein l12-like	C	GO:0042600	chorion
HMEL011208-PA	chorion class a protein l12-like	F	GO:0005213	structural constituent of chorion
HMEL011208-PA	chorion class a protein l12-like	P	GO:0007275	multicellular organismal development
HMEL011209-PA	chorion class cb protein m5h4-like	P	GO:0007304	chorion-containing eggshell formation
HMEL011209-PA	chorion class cb protein m5h4-like	C	GO:0042600	chorion
HMEL011209-PA	chorion class cb protein m5h4-like	F	GO:0005213	structural constituent of chorion
HMEL011209-PA	chorion class cb protein m5h4-like	P	GO:0007275	multicellular organismal development
HMEL011211-PA	cytochrome c oxidase subunit mitochondrial-like	F	GO:0004129	cytochrome-c oxidase activity
HMEL011211-PA	cytochrome c oxidase subunit mitochondrial-like	F	GO:0003676	nucleic acid binding
HMEL011211-PA	cytochrome c oxidase subunit mitochondrial-like	F	GO:0046872	metal ion binding
HMEL011211-PA	cytochrome c oxidase subunit mitochondrial-like	P	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
HMEL011211-PA	cytochrome c oxidase subunit mitochondrial-like	P	GO:0015992	proton transport
HMEL011211-PA	cytochrome c oxidase subunit mitochondrial-like	C	GO:0045277	respiratory chain complex IV
HMEL011213-PA	t-complex protein 1 subunit epsilon	C	GO:0005875	microtubule associated complex
HMEL011213-PA	t-complex protein 1 subunit epsilon	P	GO:0006457	protein folding
HMEL011213-PA	t-complex protein 1 subunit epsilon	P	GO:0022008	neurogenesis
HMEL011213-PA	t-complex protein 1 subunit epsilon	F	GO:0042623	ATPase activity, coupled
HMEL011213-PA	t-complex protein 1 subunit epsilon	C	GO:0005832	chaperonin-containing T-complex
HMEL011213-PA	t-complex protein 1 subunit epsilon	P	GO:0007052	mitotic spindle organization
HMEL011213-PA	t-complex protein 1 subunit epsilon	F	GO:0005524	ATP binding
HMEL011213-PA	t-complex protein 1 subunit epsilon	F	GO:0051082	unfolded protein binding
HMEL011213-PA	t-complex protein 1 subunit epsilon	P	GO:0006950	response to stress
HMEL011214-PA	nascent polypeptide associated complex protein alpha subunit	F	GO:0005388	calcium-transporting ATPase activity
HMEL011214-PA	nascent polypeptide associated complex protein alpha subunit	P	GO:0006816	calcium ion transport
HMEL011214-PA	nascent polypeptide associated complex protein alpha subunit	C	GO:0016529	sarcoplasmic reticulum
HMEL011215-PA	acyl- -binding domain-containing protein 5-like	F	GO:0000062	fatty-acyl-CoA binding
HMEL011217-PA	bone morphogenetic protein receptor type-2	F	GO:0004672	protein kinase activity
HMEL011218-PA	bone morphogenetic protein receptor type ii	P	GO:0006468	protein phosphorylation
HMEL011218-PA	bone morphogenetic protein receptor type ii	F	GO:0005524	ATP binding
HMEL011218-PA	bone morphogenetic protein receptor type ii	F	GO:0005024	transforming growth factor beta-activated receptor activity
HMEL011218-PA	bone morphogenetic protein receptor type ii	P	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway
HMEL011218-PA	bone morphogenetic protein receptor type ii	C	GO:0016020	membrane
HMEL011218-PA	bone morphogenetic protein receptor type ii	P	GO:0009069	serine family amino acid metabolic process
HMEL011221-PA	angiotensin-converting enzyme	P	GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin
HMEL011221-PA	angiotensin-converting enzyme	F	GO:0005515	protein binding
HMEL011221-PA	angiotensin-converting enzyme	P	GO:0042445	hormone metabolic process
HMEL011221-PA	angiotensin-converting enzyme	P	GO:0044237	cellular metabolic process
HMEL011221-PA	angiotensin-converting enzyme	C	GO:0005576	extracellular region
HMEL011221-PA	angiotensin-converting enzyme	P	GO:0048513	organ development
HMEL011221-PA	angiotensin-converting enzyme	P	GO:0051179	localization
HMEL011221-PA	angiotensin-converting enzyme	F	GO:0046872	metal ion binding
HMEL011221-PA	angiotensin-converting enzyme	C	GO:0044425	membrane part
HMEL011221-PA	angiotensin-converting enzyme	P	GO:0050789	regulation of biological process
HMEL011221-PA	angiotensin-converting enzyme	P	GO:0044767	single-organism developmental process
HMEL011221-PA	angiotensin-converting enzyme	P	GO:1901575	organic substance catabolic process
HMEL011221-PA	angiotensin-converting enzyme	C	GO:0005886	plasma membrane
HMEL011221-PA	angiotensin-converting enzyme	P	GO:0006508	proteolysis
HMEL011221-PA	angiotensin-converting enzyme	F	GO:0008237	metallopeptidase activity
HMEL011221-PA	angiotensin-converting enzyme	F	GO:0008241	peptidyl-dipeptidase activity
HMEL011222-PA	serine protease	C	GO:0016020	membrane
HMEL011222-PA	serine protease	F	GO:0008237	metallopeptidase activity
HMEL011222-PA	serine protease	P	GO:0006508	proteolysis
HMEL011222-PA	serine protease	F	GO:0008241	peptidyl-dipeptidase activity
HMEL011222-PA	serine protease	F	GO:0004252	serine-type endopeptidase activity
HMEL011223-PA	serine proteinase stubble-like	P	GO:0006508	proteolysis
HMEL011223-PA	serine proteinase stubble-like	F	GO:0004252	serine-type endopeptidase activity
HMEL011224-PA	probable chitinase 2-like	P	GO:0005975	carbohydrate metabolic process
HMEL011224-PA	probable chitinase 2-like	F	GO:0004568	chitinase activity
HMEL011224-PA	probable chitinase 2-like	P	GO:0006032	chitin catabolic process
HMEL011224-PA	probable chitinase 2-like	P	GO:0016998	cell wall macromolecule catabolic process
HMEL011225-PA	carbonyl reductase	P	GO:0008152	metabolic process
HMEL011225-PA	carbonyl reductase	F	GO:0016491	oxidoreductase activity
HMEL011226-PA	brain chitinase and chia	P	GO:0006032	chitin catabolic process
HMEL011226-PA	brain chitinase and chia	F	GO:0004568	chitinase activity
HMEL011226-PA	brain chitinase and chia	P	GO:0005975	carbohydrate metabolic process
HMEL011226-PA	brain chitinase and chia	P	GO:0016998	cell wall macromolecule catabolic process
HMEL011228-PA	peptidyl-prolyl cis-trans isomerase cwc27 homolog	P	GO:0006457	protein folding
HMEL011228-PA	peptidyl-prolyl cis-trans isomerase cwc27 homolog	P	GO:0006506	GPI anchor biosynthetic process
HMEL011228-PA	peptidyl-prolyl cis-trans isomerase cwc27 homolog	F	GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity
HMEL011228-PA	peptidyl-prolyl cis-trans isomerase cwc27 homolog	C	GO:0016021	integral to membrane
HMEL011228-PA	peptidyl-prolyl cis-trans isomerase cwc27 homolog	P	GO:0000413	protein peptidyl-prolyl isomerization
HMEL011228-PA	peptidyl-prolyl cis-trans isomerase cwc27 homolog	F	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
HMEL011231-PA	serine proteinase stubble	F	GO:0004252	serine-type endopeptidase activity
HMEL011231-PA	serine proteinase stubble	P	GO:0006508	proteolysis
HMEL011232-PA	histidine decarboxylase-like	P	GO:0009653	anatomical structure morphogenesis
HMEL011232-PA	histidine decarboxylase-like	P	GO:0007424	open tracheal system development
HMEL011232-PA	histidine decarboxylase-like	P	GO:0044767	single-organism developmental process
HMEL011232-PA	histidine decarboxylase-like	P	GO:0022008	neurogenesis
HMEL011232-PA	histidine decarboxylase-like	P	GO:0006520	cellular amino acid metabolic process
HMEL011232-PA	histidine decarboxylase-like	F	GO:0016831	carboxy-lyase activity
HMEL011232-PA	histidine decarboxylase-like	F	GO:0030170	pyridoxal phosphate binding
HMEL011232-PB	histidine decarboxylase-like	P	GO:0019752	carboxylic acid metabolic process
HMEL011232-PB	histidine decarboxylase-like	F	GO:0016829	lyase activity
HMEL011234-PA	candidate tumor suppressor protein	P	GO:0008299	isoprenoid biosynthetic process
HMEL011235-PA	androgen-dependent tfpi-regulating protein	C	GO:0016021	integral to membrane
HMEL011236-PA	androgen-dependent tfpi-regulating protein isoform x4	C	GO:0016021	integral to membrane
HMEL011239-PA	hormone receptor 3	P	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
HMEL011239-PA	hormone receptor 3	F	GO:0005515	protein binding
HMEL011239-PA	hormone receptor 3	F	GO:0008270	zinc ion binding
HMEL011239-PA	hormone receptor 3	F	GO:0003707	steroid hormone receptor activity
HMEL011239-PA	hormone receptor 3	P	GO:0016319	mushroom body development
HMEL011239-PA	hormone receptor 3	F	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding
HMEL011239-PA	hormone receptor 3	P	GO:0007552	metamorphosis
HMEL011239-PA	hormone receptor 3	P	GO:0040034	regulation of development, heterochronic
HMEL011239-PA	hormone receptor 3	P	GO:0043401	steroid hormone mediated signaling pathway
HMEL011239-PA	hormone receptor 3	P	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
HMEL011239-PA	hormone receptor 3	C	GO:0005634	nucleus
HMEL011239-PA	hormone receptor 3	F	GO:0004887	thyroid hormone receptor activity
HMEL011242-PA	bromodomain adjacent to zinc finger domain protein 2b-like	C	GO:0005634	nucleus
HMEL011242-PA	bromodomain adjacent to zinc finger domain protein 2b-like	F	GO:0003677	DNA binding
HMEL011242-PA	bromodomain adjacent to zinc finger domain protein 2b-like	F	GO:0008270	zinc ion binding
HMEL011242-PA	bromodomain adjacent to zinc finger domain protein 2b-like	F	GO:0005515	protein binding
HMEL011243-PA	uncharacterized rna-binding protein	F	GO:0003676	nucleic acid binding
HMEL011243-PA	uncharacterized rna-binding protein	F	GO:0000166	nucleotide binding
HMEL011244-PA	serine proteinase stubble	F	GO:0004252	serine-type endopeptidase activity
HMEL011244-PA	serine proteinase stubble	P	GO:0006508	proteolysis
HMEL011244-PC	serine proteinase stubble	F	GO:0004252	serine-type endopeptidase activity
HMEL011244-PC	serine proteinase stubble	P	GO:0006508	proteolysis
HMEL011245-PA	proteasome subunit beta type-4-like	F	GO:0004298	threonine-type endopeptidase activity
HMEL011245-PA	proteasome subunit beta type-4-like	P	GO:0051603	proteolysis involved in cellular protein catabolic process
HMEL011245-PA	proteasome subunit beta type-4-like	C	GO:0005839	proteasome core complex
HMEL011246-PA	ribosomal protein l23	P	GO:0000022	mitotic spindle elongation
HMEL011246-PA	ribosomal protein l23	P	GO:0006412	translation
HMEL011246-PA	ribosomal protein l23	P	GO:0022008	neurogenesis
HMEL011246-PA	ribosomal protein l23	F	GO:0003735	structural constituent of ribosome
HMEL011246-PA	ribosomal protein l23	F	GO:0017022	myosin binding
HMEL011246-PA	ribosomal protein l23	C	GO:0022625	cytosolic large ribosomal subunit
HMEL011246-PA	ribosomal protein l23	P	GO:0042254	ribosome biogenesis
HMEL011246-PA	ribosomal protein l23	C	GO:0016459	myosin complex
HMEL011247-PA	rna-binding protein 8a	C	GO:0005737	cytoplasm
HMEL011247-PA	rna-binding protein 8a	F	GO:0003723	RNA binding
HMEL011247-PA	rna-binding protein 8a	C	GO:0005634	nucleus
HMEL011247-PA	rna-binding protein 8a	F	GO:0000166	nucleotide binding
HMEL011247-PA	rna-binding protein 8a	P	GO:0006396	RNA processing
HMEL011253-PA	prophenoloxidase 1	F	GO:0004503	monophenol monooxygenase activity
HMEL011253-PA	prophenoloxidase 1	P	GO:0035008	positive regulation of melanization defense response
HMEL011253-PA	prophenoloxidase 1	F	GO:0043167	ion binding
HMEL011253-PA	prophenoloxidase 1	C	GO:0005576	extracellular region
HMEL011253-PA	prophenoloxidase 1	P	GO:0006583	melanin biosynthetic process from tyrosine
HMEL011253-PA	prophenoloxidase 1	P	GO:0006771	riboflavin metabolic process
HMEL011253-PA	prophenoloxidase 1	P	GO:0009805	coumarin biosynthetic process
HMEL011253-PA	prophenoloxidase 1	P	GO:0009809	lignin biosynthetic process
HMEL011253-PA	prophenoloxidase 1	P	GO:0009811	stilbene biosynthetic process
HMEL011253-PA	prophenoloxidase 1	P	GO:0009821	alkaloid biosynthetic process
HMEL011254-PA	dynein light chain cytoplasmic-like	P	GO:0008407	chaeta morphogenesis
HMEL011254-PA	dynein light chain cytoplasmic-like	C	GO:0005814	centriole
HMEL011254-PA	dynein light chain cytoplasmic-like	P	GO:0051017	actin filament bundle assembly
HMEL011254-PA	dynein light chain cytoplasmic-like	P	GO:0000132	establishment of mitotic spindle orientation
HMEL011254-PA	dynein light chain cytoplasmic-like	P	GO:0007290	spermatid nucleus elongation
HMEL011254-PA	dynein light chain cytoplasmic-like	P	GO:0007291	sperm individualization
HMEL011254-PA	dynein light chain cytoplasmic-like	F	GO:0003777	microtubule motor activity
HMEL011254-PA	dynein light chain cytoplasmic-like	P	GO:0035071	salivary gland cell autophagic cell death
HMEL011254-PA	dynein light chain cytoplasmic-like	P	GO:0006914	autophagy
HMEL011254-PA	dynein light chain cytoplasmic-like	P	GO:0048477	oogenesis
HMEL011254-PA	dynein light chain cytoplasmic-like	F	GO:0042623	ATPase activity, coupled
HMEL011254-PA	dynein light chain cytoplasmic-like	F	GO:0042803	protein homodimerization activity
HMEL011254-PA	dynein light chain cytoplasmic-like	P	GO:0022008	neurogenesis
HMEL011254-PA	dynein light chain cytoplasmic-like	P	GO:0034454	microtubule anchoring at centrosome
HMEL011254-PA	dynein light chain cytoplasmic-like	C	GO:0005868	cytoplasmic dynein complex
HMEL011254-PA	dynein light chain cytoplasmic-like	P	GO:0007018	microtubule-based movement
HMEL011254-PA	dynein light chain cytoplasmic-like	P	GO:0007476	imaginal disc-derived wing morphogenesis
HMEL011254-PA	dynein light chain cytoplasmic-like	F	GO:0045505	dynein intermediate chain binding
HMEL011254-PA	dynein light chain cytoplasmic-like	C	GO:0005874	microtubule
HMEL011255-PA	serine arginine-rich splicing factor 1-like	C	GO:0071011	precatalytic spliceosome
HMEL011255-PA	serine arginine-rich splicing factor 1-like	P	GO:0022008	neurogenesis
HMEL011255-PA	serine arginine-rich splicing factor 1-like	P	GO:0000398	mRNA splicing, via spliceosome
HMEL011255-PA	serine arginine-rich splicing factor 1-like	F	GO:0005515	protein binding
HMEL011255-PA	serine arginine-rich splicing factor 1-like	C	GO:0071013	catalytic step 2 spliceosome
HMEL011255-PA	serine arginine-rich splicing factor 1-like	P	GO:0007095	mitotic G2 DNA damage checkpoint
